 reviews	positive/negative
Good	0
Good aap	1
Wow on ce	1
Super easy and intuitive and fun	1
Suppweje	1
Why doesn't it shows ( how many likes a reel got )	0
Instagram update	0
Tr	0
Very disappointed from past few days m facing many problems n glitch please get it done	0
The app is so buggy after the last update; I can't open a single profile, story, or post, and I don't receive messages either. Tried reinstalling several times, didn't work either.	0
Nice and good aap for social networking	1
Amezing app i am happy	1
Good service	1
Very good	1
Nice	1
Frequently crashing	0
Osm	1
Awesome	1
ðŸ¤£	1
Super	1
.. M.	1
Super	1
I love Instagram but how do I get followers	0
I created an account so I could follow my BJJ school for updates. The only thing I've done is follow them. I log in today and find I'm suspended for violating community guidelines. I've literally done nothing in the app, how could I have violated anything?	0
most popular social media app in the world	1
This platform is most valuable and best performance parts of the social media.... Instagram	1
Great	1
Like cool	1
Superb experience	1
Nice looking for some reason for the first one to talk with you and donald Trump friend ki bibi namaste namaste I ðŸ™ ðŸ˜„	1
Many glitches and bugs in this particular phone model. Samsung M32. Cannot reply to chats, no emoji except heart. Fix required.	0
Nice	1
Discusting	0
à¤ˆà¤«à¥€ à¤—à¥€à¤—à¤¡à¤— à¤¡à¤—à¤¡à¤—à¥€à¤—à¥€ à¤—	1
Greeting everyone who enjoy use this wonderful platform, i alway feeling good time in the app. That's why i gave it two star, but the problem i have now my boost ad reach! Can't able to update anymore please sub the problem, they alway push me back	0
very good app God time pass	1
Nice	1
ã€~pï¼	0
Some features are not available in my Instagram like reacting to a message only like option is there and chat themes are also not available plzz fix it!!!	0
Good	1
I want likes and follows plzz	1
Very nice	1
It is unsafe! It's a long time that I want to delete the number that I gave to Instagram, but it doesn't work. I'm a teenage girl and Instagram has suspended two of my accounts just becaus using profanity as jokes. But since a year ago I and many other people have been reporting a page that was posting many photos of animal abuse, and this account has not been suspended or restricted yet..!!! It's a shame ! really ! and I say this after six years of use ! you lost an active user.	0
Instagram I am very happy	1
Unable to reply to messages	0
Nice app	1
Gud	1
Make me explorer	1
Thank you for Instagram team very nice Social media is best platform	1
That's ok , ab to bawal hai Instagram ðŸ˜	1
Worse!	0
Super	1
Very good app	1
ðŸ˜™	1
Bug my chet one chet white and two chet black	0
Messager update	1
Gud ones ðŸ™‚â¤ï¸	1
Kulitas video saat posting reels kurang bagus	0
It's a very good app.	1
Like this aap	1
I get to text fabio CapriðŸ˜	1
UI is poorly designed.	0
It has been awesome	1
Instagram is a great platform for communicate	1
good stuff	1
It was working great, then out of nowhere, my direct messages started glitching out and so I can see that I received a message but I can't see the message itself and no matter what I do, restart the app/phone and it still doesn't work and the issue is still there. I even tried logging in and out and uninstalling it which didn't work. Plz fix this	0
Mahesh wadekarðŸ’–ðŸ’–	1
Best Plateform	1
I LOVE YOU INSTAGRAM â¤ ðŸ˜ ðŸ’— ðŸ’›	1
There is problem in function the aap....	0
Best	1
Rahmankhan5582 view's or like problem ser please viral my vidio view problem please Request you to show more and more people on InstagramðŸ™	1
Nice opportunity	1
This app not satisfied for me Because the reply option has not given me i request so much time to Instagram Team bot they have not given me..ðŸ˜”ðŸ˜”ðŸ˜”	0
It's very good application I'm very happy tha excellent app	1
Feed wont refresh - same posts for days now only the ads change.	0
0ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡	0
Thik ba	0
For no reason at all,my account has been locked from liking/commenting on any posts. It's ridiculous. I've been trying to reach out for their help relating to this, there has been no response from the team at Instagram.	0
Instagram support system is very bad No network connection show always in monetization help And bonuses not showing in my account i am mail this problem more time but Instagram team did not respond me	0
Mahendra	1
Hhjha	0
Good	0
Awesome ðŸ˜Ž	1
I couldn't see my story or people that I followed at all I reinstalled but still the same! Please fix this ASAP!!!	0
Very good	1
Best	1
Please add (timer) to shoot photos.ðŸ™	1
Nice chatting app	1
Worest app ðŸ‘Ž irritating ads &scams	0
Glitches. I cannot remove a highlight from my reels ~ no matter how many time I delete it, it shows right back up. Also deleting a single photo from a lineup no longer works.	0
Saved audio's are not visible..so many bugs	0
I love this app ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜	1
Great	0
Hi team instagram	1
Instagram ma thy ping kar ne ka moja he	1
My biometrics for Facebook and this app is conflicting to the point I feel as if I'm being hacked uninstalled and reinstalled but I'm not logging Instagram In until the problem is fixed. I'm uninstalling. Too much fraud against my account.	1
She is a good app	0
Love instagram. I am enjoying it.Its fun using for posts and reels . It has made inracting with friends and clients Easily. But I unable to load poll n create business profile.	1
Secret hahaha	1
To useful and entertainment	1
Rafik	1
Plz give me 1k followers My insta I'd Yogi mohit Toksi	1
Very good I like it very much â£ï¸	1
My instgram account bonuses not showing please check my instgram account s_j_thakor	1
Lovely	1
Good	1
That is superb	1
It's the best	1
Nice media	1
This apps very nice and clean up....	0
Very very nice ðŸ‘ Bahot hi accha	1
Superb	1
It's world best app	1
Good but my reply on others message not work	1
I'm video createar good insta	1
Thanks something	1
à²¸à³‚à²ªà²°à³	1
Superb	1
Op	0
Op	1
Nice	1
Wow app	1
Very good app to increase own talent	1
It is very great app.I am a glad	1
Excellent app my all time stress buster	1
Best app	1
Totally time waste of application	0
social media king	1
Umendra	0
à¦•à¦•à§à¦¸à¦—à¦¸	1
Super	1
My backbone â¤ï¸â¤ï¸âœŒï¸ luv u insta.	1
You	1
Super	1
It is a best apever	1
Awesome app i love it very much	1
I really don't know..why my Instagram getting slow..i hv already updated...but still I am facing issue...	0
Karan Singh Rajput	1
Never a dull moment of glimpses into our world. Hours of fun for you and your family. Viewer discretion advised and buyer beware on the ads. This app keeps crashing with zero support from Meta! So it gets 1 star until they fix the issue that i believe is intentional. They are a vindictive Company! Now the app freezes my phone and is still glitching. What an untrustworthy app it's become but you still can see real murder on it go figure but an Arreola is taboo. Use at your own risk!	0
nycc app	1
ðŸ‘	1
Abhinesh ðŸ¥€ðŸ˜”	1
Nice	1
Super â¤ï¸ðŸ˜šðŸ’mast jordaar mzz hi mzz isme agay h bhai apni photo bheo isam apki photo apk frnd ki aki gf boy bf to log apse bahut piyr krenge or ach reply de ge	1
With every update, the app experience gets worse. Bugs on top of bugs, slow to push fixes, and terrible that photos are still part of the platform.	0
nice	1
Sameer	0
Best	1
Nice app wonderful	0
Good	1
Nise app	1
Not working well	0
Love it ðŸ˜˜	1
T if	1
Thank Instagram viral my reel	1
Time waste	1
This is boarest app	1
Good app	0
Good ness	1
Gooooooooooooooooooooood	1
Nice	1
Ok	1
I love this app	1
Nanhelal	1
Excellent	1
Veri niceâ¤ï¸â¤ï¸â¤ï¸	1
Chaapri app	0
Hello!!! Worst app ever. My pictures are routinely deleted for no reason. I have contacted the so-called customer service repeatedly. No response. No changed behavior. This is hurtful and maddening, to have my pictures that go along with likes and comments, obliterated.	0
This is 1 most social app. I like this app.Please follow my id-- __ATTITUDE__KB__ PLEASE FOLLOW ðŸ¥ºðŸ¥ºðŸ¥ºðŸ¥º	1
!!!!!!! !!!!!!!!There should be an option to hide followers and following while keeping profile public !!!!!!!!! !!!!!!!! I dont want to see suggested posts in my fkkin feed.	0
All the way Instragram is good but why the reels are not download and story is also not save in gallery it not good please update insta...	0
Very good	1
Nice	0
I can't see any thing on Instagram my I'd is arham__khan04 solve ot	0
Please add bonuses as soon as possible	0
Nice	1
Stop Islamophobia community guideline #khadimHusainrizvi	1
Nice	1
ðŸ‘ðŸ‘	1
It's a great app, really. But when i get a dm then i go to the app, it's not there. Can you fix this?	1
Huh tu vvyygy the ee	0
Bhabani Debath Joy Debath Hdkussjsehhbeieiddyrbbbrodidudhebdkdodidudhdbdndkslsushsbir eie dud du eje ue euuydgeue hdh dud due is due euegeu ueve jehs ue eud did. Dhd du sjd dj hd ddue ue eud ud db dud u udvdue udbdi duhe hd dub dudhshsidvdudvdud udged ue eue udhdivh dhdvhd ue du hdjdg hkdhd jd ud udv duevue ud hudb udve h dh dud. Fhd jdr jdbr hd dhr fhrhrur hr rhrb hrb. Jr. Udbdud ueveje hebeu uehue uehe urhe. Urvrhr hehrb duvdjdvdjd hdhd dhdd udv jee urvrhd hege ue duduebueugheid dhdvdjbuebeir	1
You ðŸ’¥ðŸ’¥ðŸ’¥ðŸ’¥	1
The most recent update is possibly the worst thing you could've done to this app	0
Awesome app	1
Great app you will love it	1
Amsome appâ¤ï¸	1
Good app	1
Mst	1
Dg.	0
Very nice.	0
Nice app	1
Nice app	1
Very amazing app everâœ…	1
Sir when i uploaded my Instagram reel then it atomaticly save in reels draft.. But i don't want to save this reel in my drafts... Because when i deleted this reel from draft then my reel are atomaticly deleted ðŸ˜­ðŸ¥² kindly fixed this problem	0
Good	1
I dont have whats app so i have this and it is very good for me bc all my friends has the app and i can talk to them on this app so thanks to the people who develped this app called Instagramâ¤â¤ðŸ˜	1
Best app	1
Very good app	0
This app is great but the phone screen its does not work that much i try to use it on my laptop as well but it just does not let me post that much	1
Ok	1
Really likes	1
Good app	1
RÌ¶oÌ¶hÌ¶iÌ¶tÌ¶ bÌ¶oÌ¶sÌ¶sÌ¶	1
My experience is very excellent	1
Very very good	1
Nice	1
I like this application	1
Hifi	1
Best online platform	1
Excellent	1
Mind blowing	1
Best app for short video	0
In this app my followers are decrease and swip massage and emoji reaction and theme does not work please improve ðŸ™	0
Vinod Govinod Parmar	1
Hamara insta kio nhi chal raha	1
It's all good I'm just, not on point with the program that dictates the odvious . Then that's where I run into difficulty. By no means it's yours either. Their for can you make seance of it though I have misspelled lots of words. With having spell check.	1
Jaat	1
Nice app	1
SK	1
Many bugs.. Not able to open any massage and stories ðŸ‘ŽðŸ‘ŽðŸ‘Ž	0
Someone hacked my account and now i m not able to perform any operation on my Instagram,so how can we trust on ur privacy policy	0
This app is veri poar	0
Shabana Shaikh 8686	0
Nice app ðŸ‘ðŸ‘ðŸ‘ðŸ‘	1
Happy Happy Happy Happy Happy Happy Happy Happy	1
Vasant sadavarte1313	1
ðŸ¥°	1
SiuuuðŸ’¥	1
Lot of big buts can't lie	1
I would have given you 5star but you let people use other people email on their logging in please fix that anyone with same email double check on thm if they are the owner we don't want people hacking on our profiles	0
Bugs are eating up actually ðŸ˜…	0
Bahu jindagi jhand ho gaya ha is app ka karna	0
Best	1
Pj	1
Bahut acha app hai awr me Instagram ko free time me bahut use karta hu	1
